frame,input.bActivateBoost,input.bHoldingBoost,input.Throttle,input.Steer,input.bHandbrake,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
0,False,False,0.000000,0.000000,False,3500.119873,0.000000,18.650000,0.000000,0.000000,0.281000,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000410,0.000000
1,False,False,0.000000,0.000000,False,3500.119873,0.000000,18.650000,0.000000,0.000000,0.281000,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000410,0.000000
2,False,False,0.000000,0.000000,False,3500.119873,0.000000,18.650000,0.000000,0.000000,0.281000,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000410,0.000000
3,False,False,0.000000,0.000000,False,3500.119873,0.000000,18.650000,0.000000,0.000000,0.281000,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000410,0.000000
4,False,False,1.000000,0.000000,False,3500.229980,0.000000,18.650000,13.331000,0.000000,0.281000,0.000003,0.003002,0.000003,0.999995,0.000000,-0.000810,0.000000
5,False,False,1.000000,0.000000,False,3500.449951,0.000000,18.650000,26.550999,0.000000,0.281000,0.000003,0.002997,0.000003,0.999995,0.000000,-0.001010,0.000000
6,False,False,1.000000,0.000000,False,3500.780029,0.000000,18.650000,39.650997,0.000000,0.281000,0.000003,0.002991,0.000003,0.999995,0.000000,-0.001010,0.000000
7,False,False,1.000000,0.000000,False,3501.219971,0.000000,18.650000,52.640999,0.000000,0.281000,0.000003,0.002986,0.000003,0.999995,0.000000,-0.001010,0.000000
8,False,False,1.000000,0.000000,False,3501.770020,0.000000,18.650000,65.520996,0.000000,0.281000,0.000003,0.002981,0.000003,0.999996,0.000000,-0.000910,0.000000
9,False,False,1.000000,0.000000,False,3502.419922,0.000000,18.650000,78.291000,0.000000,0.281000,0.000003,0.002975,0.000003,0.999996,0.000000,-0.000810,0.000000
10,False,False,1.000000,0.000000,False,3503.179932,0.000000,18.650000,90.950996,0.000000,0.281000,0.000003,0.002970,0.000003,0.999996,0.000000,-0.000710,0.000000
11,False,False,1.000000,0.000000,False,3504.040039,0.000000,18.650000,103.500999,0.000000,0.281000,0.000003,0.002970,0.000003,0.999996,0.000000,-0.000610,0.000000
12,False,False,1.000000,0.000000,False,3505.010010,0.000000,18.650000,115.940994,0.000000,0.281000,0.000003,0.002970,0.000003,0.999996,0.000000,-0.000510,0.000000
13,False,False,1.000000,0.000000,False,3506.079834,0.000000,18.650000,128.281006,0.000000,0.281000,0.000003,0.002970,0.000003,0.999996,0.000000,-0.000410,0.000000
14,False,False,1.000000,0.000000,False,3507.250000,0.000000,18.650000,140.511002,0.000000,0.281000,0.000003,0.002970,0.000003,0.999996,0.000000,-0.000410,0.000000
15,False,False,1.000000,0.000000,False,3508.520020,0.000000,18.650000,152.630997,0.000000,0.281000,0.000003,0.002970,0.000003,0.999996,0.000000,-0.000410,0.000000
16,False,False,1.000000,0.000000,False,3509.889893,0.000000,18.650000,164.651001,0.000000,0.281000,0.000003,0.002970,0.000003,0.999996,0.000000,-0.000410,0.000000
17,False,False,1.000000,0.000000,False,3511.359863,0.000000,18.650000,176.570999,0.000000,0.281000,0.000003,0.002970,0.000003,0.999996,0.000000,-0.000410,0.000000
18,False,False,1.000000,0.000000,False,3512.929932,0.000000,18.650000,188.391006,0.000000,0.281000,0.000003,0.002970,0.000003,0.999996,0.000000,-0.000410,0.000000
19,False,False,1.000000,0.000000,False,3514.599854,0.000000,18.650000,200.100998,0.000000,0.281000,0.000003,0.002970,0.000003,0.999996,0.000000,-0.000410,0.000000
